"id","provinsi","kabupaten","kecamatan","id_kabupaten"
"6376",JAWA TIMUR,BONDOWOSO,TENGGARANG,"429"
"6377",NUSA TENGGARA TIMUR,NAGEKEO,AESESA,"118"
"6378",SULAWESI TENGGARA,KENDARI,KAMBU,"145"
"6379",JAWA TIMUR,SUMENEP,BATANG BATANG,"244"
"6380",JAWA TIMUR,LUMAJANG,YOSOWILANGUN,"391"
"6381",PAPUA,PEGUNUNGAN BINTANG,KIWIROK,"304"
"6382",NUSA TENGGARA TIMUR,MANGGARAI BARAT,SANO NGGOANG,"430"
"6383",ACEH,SUBULUSSALAM,RUNDENG,"405"
"6384",SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL UTARA,"321"
"6385",JAWA BARAT,SUKABUMI,CIKEMBAR,"324"
"6386",PAPUA,MERAUKE,NGGUTI,"274"
"6387",KALIMANTAN SELATAN,BARITO KUALA,MEKAR SARI,"255"
"6388",ACEH,SUBULUSSALAM,LONGKIB,"405"
"6389",ACEH,BIREUEN,PEULIMBANG,"194"
"6390",NUSA TENGGARA BARAT,BIMA,TAMBORA,"82"
"6391",SUMATERA UTARA,TAPANULI UTARA,PURBATUA,"243"
"6392",JAWA BARAT,CIREBON,PLUMBON,"447"
"6393",JAWA BARAT,PURWAKARTA,SUKATANI,"60"
"6394",SUMATERA UTARA,SIBOLGA,SIBOLGA SAMBAS,"340"
"39",PAPUA,SARMI,TOR ATAS,"217"
"6395",PAPUA,TOLIKARA,NUNGGAWI,"141"
"6396",SUMATERA UTARA,DAIRI,SILAHISABUNGAN,"371"
"6397",GORONTALO,BONE BOLANGO,BOTU PINGGE,"227"
"6398",SULAWESI SELATAN,TORAJA UTARA,BENGKELEKILA,"286"
"6399",PAPUA BARAT,TELUK BINTUNI,MOSKONA TIMUR,"346"
"6400",NUSA TENGGARA TIMUR,ENDE,NANGAPANDA,"419"
"6401",SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,TOMINI,"411"
"6402",KEPULAUAN RIAU,KARIMUN,MERAL,"401"
"6403",NUSA TENGGARA TIMUR,FLORES TIMUR,LEWO LEMA,"138"
"6404",JAWA TIMUR,PAMEKASAN,GALIS,"25"
"6405",DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,"483"
"6406",NUSA TENGGARA TIMUR,KUPANG,KOTA LAMA,"468"
"6407",KALIMANTAN SELATAN,BARITO KUALA,CERBON,"255"
"6408",KALIMANTAN BARAT,LANDAK,MENJALIN,"75"
"6409",LAMPUNG,LAMPUNG SELATAN,WAY PANJI,"428"
"6410",SUMATERA UTARA,NIAS BARAT,MORO O,"168"
"6411",SUMATERA BARAT,LIMA PULUH KOTA,PANGKALAN KOTO BARU,"283"
"6412",RIAU,PEKANBARU,SENAPELAN,"152"
"6413",SULAWESI SELATAN,LUWU,BAJO,"292"
"6414",JAWA TENGAH,KLATEN,CAWAS,"465"
"6416",JAWA BARAT,CIREBON,LEMAHWUNGKUK,"447"
"6417",SULAWESI SELATAN,SINJAI,SINJAI TIMUR,"10"
"6418",PAPUA,NABIRE,NABIRE BARAT,"12"
"6419",SULAWESI TENGGARA,KONAWE,KONAWE,"174"
"6420",JAMBI,KERINCI,BUKIT KERMAN,"179"
"6421",MALUKU,SERAM BAGIAN BARAT,AMALATU,"390"
"6422",KALIMANTAN SELATAN,TANAH BUMBU,KUSAN HULU,"31"
"6423",LAMPUNG,LAMPUNG TIMUR,SEKAMPUNG UDIK,"144"
"6424",MALUKU UTARA,HALMAHERA TENGAH,PATANI TIMUR,"237"
"6425",JAWA BARAT,TASIKMALAYA,CIBALONG,"395"
"6426",PAPUA,JAYAPURA,NIMBOKRANG,"115"
"6427",SULAWESI SELATAN,BONE,AMALI,"248"
"6428",KALIMANTAN UTARA,NUNUKAN,NUNUKAN SELATAN,"46"
"6429",KALIMANTAN BARAT,KAPUAS HULU,KALIS,"410"
"6430",SUMATERA SELATAN,MUSI RAWAS,SELANGIT,"6"
"6431",NUSA TENGGARA TIMUR,ALOR,PULAU PURA,"267"
"6432",JAWA BARAT,INDRAMAYU,JATIBARANG,"293"
"6433",JAWA TENGAH,KUDUS,GEBOG,"70"
"6434",KALIMANTAN TIMUR,KUTAI TIMUR,SANDARAN,"280"
"6435",JAWA TENGAH,BANYUMAS,PURWOKERTO UTARA,"341"
"6436",KALIMANTAN TENGAH,KAPUAS,PASAK TALAWANG,"334"
"6437",KALIMANTAN BARAT,PONTIANAK,PONTIANAK BARAT,"392"
"6438",SULAWESI SELATAN,BONE,CINA,"248"
"6439",JAWA TIMUR,SAMPANG,TAMBELANGAN,"343"
"6440",KALIMANTAN UTARA,NUNUKAN,KRAYAN SELATAN,"46"
"6441",MALUKU UTARA,KEPULAUAN SULA,MANGOLI TENGAH,"287"
"6442",ACEH,BENER MERIAH,BUKIT,"366"
"6443",SUMATERA UTARA,DAIRI,SILIMA PUNGGA-PUNGGA,"371"
"6444",KEPULAUAN RIAU,KEPULAUAN ANAMBAS,SIANTAN SELATAN,"241"
"6445",BALI,BULELENG,BANJAR,"19"
"6446",SUMATERA UTARA,BATU BARA,NIBUNG HANGUS,"117"
"6447",JAWA TIMUR,MOJOKERTO,BANGSAL,"434"
"6448",RIAU,KUANTAN SINGINGI,PUCUK RANTAU,"93"
"6449",KALIMANTAN UTARA,TARAKAN,TARAKAN TIMUR,"206"
"6450",PAPUA,MAMBERAMO TENGAH,ERAGAYAM,"95"
"6451",JAWA TENGAH,KENDAL,ROWOSARI,"27"
"6452",JAWA BARAT,CIAMIS,PANJALU,"440"
"6453",SULAWESI SELATAN,MAKASSAR,MARISO,"66"
"6454",BALI,BANGLI,BANGLI,"85"
"6455",SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,"166"
"6456",JAWA TIMUR,KEDIRI,PAGU,"376"
"6457",LAMPUNG,LAMPUNG TENGAH,GUNUNG SUGIH,"13"
"6458",GORONTALO,GORONTALO,TIBAWA,"53"
"6459",NUSA TENGGARA TIMUR,NAGEKEO,NANGARORO,"118"
"6460",JAWA TIMUR,BLITAR,SELOREJO,"234"
"6461",JAWA TENGAH,KUDUS,JATI,"70"
"6462",LAMPUNG,METRO,METRO SELATAN,"328"
"6463",SULAWESI TENGAH,SIGI,MARAWOLA,"81"
"6464",PAPUA BARAT,SORONG,KLAWAK,"55"
"6465",ACEH,ACEH UTARA,NISAM ANTARA,"323"
"6467",JAWA TIMUR,SURABAYA,GUNUNG ANYAR,"475"
"6468",ACEH,ACEH UTARA,LAPANG,"323"
"6469",PAPUA,YAHUKIMO,UKHA,"397"
"6470",BANTEN,TANGERANG,SOLEAR,"344"
"6471",PAPUA,YAHUKIMO,KORUPUN,"397"
"6472",SUMATERA UTARA,ASAHAN,RAWANG PANCA ARGA,"409"
"6473",JAWA TENGAH,PEKALONGAN,PEKALONGAN TIMUR,"309"
"6474",SUMATERA UTARA,BINJAI,BINJAI SELATAN,"306"
"6475",NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,OENINO,"119"
"6476",NUSA TENGGARA TIMUR,SUMBA TIMUR,MATAWAI LA PAWU,"493"
"6477",JAWA TIMUR,TULUNGAGUNG,BOYOLANGU,"44"
"6478",KALIMANTAN TENGAH,GUNUNG MAS,DAMANG BATU,"104"
"6479",SUMATERA BARAT,PESISIR SELATAN,KOTO XI TARUSAN,"375"
"6480",JAWA TIMUR,MOJOKERTO,GONDANG,"434"
"6481",KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,KELAPA KAMPIT,"485"
"6482",RIAU,KAMPAR,KAMPAR KIRI HILIR,"311"
"6483",BANTEN,LEBAK,MUNCANG,"338"
"6484",SULAWESI TENGAH,PARIGI MOUTONG,TORIBULU,"163"
"6485",NUSA TENGGARA BARAT,LOMBOK TIMUR,SEMBALUN,"193"
"6486",JAWA TIMUR,BONDOWOSO,IJEN,"429"
"6487",JAWA TIMUR,MALANG,DAU,"39"
"6488",ACEH,SIMEULUE,SIMEULUE CUT,"335"
"6489",PAPUA BARAT,MANOKWARI,MASNI,"100"
"6490",BANTEN,CILEGON,GROGOL,"488"
"6491",NUSA TENGGARA TIMUR,SIKKA,ALOK,"170"
"6492",SUMATERA UTARA,LANGKAT,SIRAPIT,"481"
"6493",BENGKULU,LEBONG,PELABAI,"271"
"6494",MALUKU,BURU SELATAN,AMBALAU,"449"
"6495",SUMATERA UTARA,DAIRI,PEGAGAN HILIR,"371"
"6496",KALIMANTAN SELATAN,TAPIN,BINUANG,"367"
"6497",JAWA TIMUR,LAMONGAN,KALITENGAH,"94"
"6498",SULAWESI SELATAN,TAKALAR,SANROBONE,"74"
"6499",JAWA TIMUR,PROBOLINGGO,KRUCIL,"466"
"6500",PAPUA,BOVEN DIGOEL,AMBATKWI,"422"
"6501",SUMATERA UTARA,SERDANG BEDAGAI,SEI BAMBAN,"231"
"6502",JAWA TENGAH,KLATEN,KALIKOTES,"465"
"6503",KALIMANTAN BARAT,SANGGAU,TAYAN HULU,"103"
"6504",JAWA TENGAH,MAGELANG,DUKUN,"318"
"6505",LAMPUNG,LAMPUNG UTARA,BUNGA MAYANG,"240"
"6506",SUMATERA UTARA,PADANGSIDIMPUAN,PADANGSIDIMPUAN SELATAN,"127"
"6507",MALUKU UTARA,HALMAHERA TENGAH,WEDA UTARA,"237"
"6508",JAWA TIMUR,NGAWI,KASREMAN,"315"
"6509",JAWA TIMUR,SITUBONDO,JANGKAR,"360"
"6510",JAWA BARAT,PANGANDARAN,CIJULANG,"180"
"6511",JAWA TENGAH,BANJARNEGARA,SIGALUH,"380"
"6512",PAPUA,KEEROM,TOWE,"351"
"6513",JAWA TIMUR,MALANG,PAKISAJI,"39"
"6514",SULAWESI SELATAN,PAREPARE,SOREANG,"200"
"6515",JAWA TENGAH,SALATIGA,SIDOMUKTI,"394"
"6516",SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SEMENDAWAI TIMUR,"339"
"6517",NUSA TENGGARA TIMUR,KUPANG,SEMAU SELATAN,"468"
"6518",SULAWESI TENGAH,BANGGAI,MASAMA,"386"
"6519",JAWA TENGAH,SUKOHARJO,KARTASURA,"203"
"6520",SUMATERA UTARA,GUNUNGSITOLI,GUNUNGSITOLI UTARA,"215"
"6521",JAWA BARAT,SUBANG,PAMANUKAN,"457"
"6522",SULAWESI BARAT,MAMUJU,SIMBORO,"23"
"6523",SULAWESI SELATAN,SOPPENG,MARIO RIWAWO,"83"
"6524",KALIMANTAN SELATAN,BANJAR,ASTAMBUL,"425"
"6525",LAMPUNG,PESISIR BARAT,WAY KRUI,"205"
"6526",JAWA BARAT,INDRAMAYU,SLIYEG,"293"
"6527",SUMATERA UTARA,MEDAN,MEDAN AREA,"195"
"6528",SULAWESI SELATAN,TAKALAR,GALESONG SELATAN,"74"
"6529",JAWA BARAT,SUKABUMI,CIBITUNG,"324"
"6530",SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,"408"
"6531",SUMATERA UTARA,MANDAILING NATAL,PUNCAK SORIK MARAPI,"210"
"6532",PAPUA BARAT,KAIMANA,KAMBRAU,"337"
"6533",KALIMANTAN BARAT,BENGKAYANG,TUJUHBELAS,"353"
"6534",SULAWESI BARAT,MAJENE,SENDANA,"114"
"6535",KALIMANTAN SELATAN,TAPIN,HATUNGUN,"367"
"6536",NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,KOLBANO,"119"
"6538",SULAWESI TENGAH,MOROWALI UTARA,SOYO JAYA,"364"
"6539",KALIMANTAN TENGAH,MURUNG RAYA,SUMBER BARITO,"378"
"6540",JAWA TIMUR,PONOROGO,PULUNG,"18"
"6541",PAPUA,YAHUKIMO,SERADALA,"397"
"6542",NUSA TENGGARA BARAT,LOMBOK TENGAH,PRAYA TENGAH,"444"
"6543",SUMATERA UTARA,HUMBANG HASUNDUTAN,DOLOK SANGGUL,"299"
"6544",ACEH,ACEH BESAR,BLANG BINTANG,"310"
"6545",ACEH,ACEH UTARA,MEURAH MULIA,"323"
"6546",KALIMANTAN UTARA,MALINAU,BAHAU HULU,"342"
"6547",SUMATERA UTARA,MANDAILING NATAL,PANYABUNGAN TIMUR,"210"
"6548",SULAWESI TENGGARA,BUTON TENGAH,MAWASANGKA TENGAH,"314"
"6549",SULAWESI SELATAN,GOWA,BAJENG BARAT,"48"
"6550",JAWA TENGAH,BANJARNEGARA,WANAYASA,"380"
"6551",JAWA TIMUR,SUMENEP,GULUK GULUK,"244"
"6552",JAWA TIMUR,TUBAN,TUBAN,"113"
"6553",RIAU,ROKAN HILIR,TANAH PUTIH,"291"
"6554",MALUKU,MALUKU TENGGARA BARAT,WER TAMRIAN,"155"
"6555",JAWA TIMUR,JOMBANG,KESAMBEN,"67"
"6556",JAWA BARAT,CIANJUR,CIJATI,"188"
"6557",MALUKU,SERAM BAGIAN TIMUR,GOROM TIMUR,"277"
"6558",SUMATERA SELATAN,MUSI RAWAS,MUARA LAKITAN,"6"
"6559",KALIMANTAN TENGAH,BARITO TIMUR,DUSUN TENGAH,"305"
"6560",NUSA TENGGARA TIMUR,ENDE,KOTABARU,"419"
"6561",JAWA BARAT,CIANJUR,CIPANAS,"188"
"6562",MALUKU UTARA,PULAU MOROTAI,MOROTAI SELATAN BARAT,"185"
"6563",DKI JAKARTA,KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,"126"
"6564",SUMATERA UTARA,DELI SERDANG,SIBOLANGIT,"38"
"6565",KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR TIMUR,"348"
"6566",JAWA BARAT,TASIKMALAYA,CULAMEGA,"395"
"6567",RIAU,PELALAWAN,BANDAR PETALANGAN,"494"
"6568",JAWA BARAT,CIAMIS,SADANANYA,"440"
"6569",NUSA TENGGARA TIMUR,SIKKA,DORENG,"170"
"6571",SUMATERA UTARA,TAPANULI UTARA,PAHAE JULU,"243"
"6572",SULAWESI UTARA,KEPULAUAN SANGIHE,TATOARENG,"263"
"6573",KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAI LIAT,"404"
"6574",JAMBI,TANJUNG JABUNG BARAT,BRAM ITAM,"156"
"6575",DKI JAKARTA,JAKARTA TIMUR,MAKASAR,"128"
"6576",LAMPUNG,LAMPUNG TENGAH,TERBANGGI BESAR,"13"
"6577",NUSA TENGGARA TIMUR,SIKKA,KOTING,"170"
"6578",NUSA TENGGARA TIMUR,SUMBA TIMUR,MAHU,"493"
"6579",SUMATERA UTARA,TAPANULI UTARA,PAGARAN,"243"
"6580",NUSA TENGGARA TIMUR,ALOR,PANTAR TIMUR,"267"
"6581",JAWA TIMUR,BONDOWOSO,BONDOWOSO,"429"
"6582",SULAWESI TENGGARA,MUNA,NAPABALANO,"388"
"6583",NUSA TENGGARA TIMUR,SUMBA TIMUR,KARERA,"493"
"6584",SUMATERA UTARA,MANDAILING NATAL,MUARA BATANG GADIS,"210"
"6585",RIAU,KEPULAUAN MERANTI,RANGSANG,"102"
"6586",SULAWESI UTARA,MINAHASA SELATAN,TOMPASO BARU,"164"
"6587",JAWA TENGAH,PATI,MARGOYOSO,"87"
"6588",RIAU,ROKAN HULU,BONAI DARUSSALAM,"412"
"6589",KALIMANTAN SELATAN,HULU SUNGAI SELATAN,SIMPUR,"108"
"6590",LAMPUNG,LAMPUNG SELATAN,SIDOMULYO,"428"
"6591",PAPUA,JAYAWIJAYA,WITA WAYA,"181"
"6592",NUSA TENGGARA BARAT,LOMBOK UTARA,TANJUNG,"21"
"6593",JAWA BARAT,PURWAKARTA,PLERED,"60"
"40",MALUKU,MALUKU BARAT DAYA,DAWELOR DAWERA,"426"
"41",KALIMANTAN SELATAN,TANAH LAUT,KURAU,"111"
"42",SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,MEKAKAU ILIR,"470"
"43",PAPUA BARAT,SORONG,KLAYILI,"55"
"44",MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,"396"
"6594",KALIMANTAN BARAT,BENGKAYANG,SUNGAI RAYA KEPULAUAN,"353"
"6595",PAPUA,NABIRE,TELUK KIMI,"12"
"6596",KALIMANTAN SELATAN,TABALONG,BINTANG ARA,"4"
"6597",SULAWESI TENGAH,BANGGAI KEPULAUAN,PELING TENGAH,"226"
"6598",SUMATERA SELATAN,LAHAT,PSEKSU,"297"
"6599",LAMPUNG,PESISIR BARAT,PESISIR TENGAH,"205"
"6600",KALIMANTAN TIMUR,KUTAI BARAT,DAMAI,"285"
"6601",JAWA TIMUR,SURABAYA,DUKUH PAKIS,"475"
"6602",PAPUA,JAYAWIJAYA,ASOTIPO,"181"
"6603",GORONTALO,POHUWATO,POPAYATO TIMUR,"317"
"6604",PAPUA BARAT,RAJA AMPAT,AYAU,"319"
"6605",SULAWESI SELATAN,PINRANG,PALETEANG,"322"
"6606",SULAWESI TENGAH,BANGGAI,LUWUK,"386"
"6607",SUMATERA SELATAN,OGAN KOMERING ILIR,CENGAL,"238"
"6608",BANTEN,TANGERANG,SEPATAN,"344"
"6609",NUSA TENGGARA TIMUR,MALAKA,MALAKA TIMUR,"35"
"6610",SUMATERA BARAT,SAWAH LUNTO,BARANGIN,"435"
"6611",KALIMANTAN SELATAN,BARITO KUALA,BELAWANG,"255"
"6612",RIAU,INDRAGIRI HILIR,TEMBILAHAN HULU,"49"
"6613",JAMBI,BUNGO,MUKO-MUKO BATHIN VII,"86"
"6614",SUMATERA SELATAN,BANYU ASIN,MUARA SUGIHAN,"461"
"6615",SUMATERA SELATAN,MUSI BANYUASIN,BABAT TOMAN,"54"
"6616",MALUKU UTARA,HALMAHERA TIMUR,WASILE,"199"
"6617",PAPUA,YAHUKIMO,YOGOSEM,"397"
"6618",JAWA TENGAH,BATANG,BLADO,"196"
"6619",SULAWESI SELATAN,BONE,PONRE,"248"
"6620",ACEH,ACEH UTARA,TANAH PASIR,"323"
"6621",NUSA TENGGARA BARAT,LOMBOK TENGAH,PRAYA,"444"
"6622",SUMATERA BARAT,TANAH DATAR,LINTAU BUO,"301"
"6623",ACEH,BENER MERIAH,MESIDAH,"366"
"6624",KEPULAUAN RIAU,KARIMUN,UNGAR,"401"
"6625",PAPUA,DEIYAI,TIGI TIMUR,"433"
"6626",SULAWESI BARAT,MAMASA,BUNTU MALANGKA,"288"
"6627",KALIMANTAN BARAT,SANGGAU,NOYAN,"103"
"6628",GORONTALO,POHUWATO,TALUDITI,"317"
"6629",JAWA TENGAH,SEMARANG,WADUK RAWAPENING,"201"
"6630",SUMATERA SELATAN,MUARA ENIM,RAMBANG,"484"
"6631",SUMATERA BARAT,PASAMAN,RAO UTARA,"438"
"6632",LAMPUNG,LAMPUNG TENGAH,PUTRA RUMBIA,"13"
"6634",JAWA BARAT,TASIKMALAYA,KARANGJAYA,"395"
"6635",NUSA TENGGARA BARAT,MATARAM,AMPENAN,"41"
"6636",JAWA TENGAH,TEGAL,DUKUHTURI,"88"
"6637",PAPUA,PEGUNUNGAN BINTANG,ABOY,"304"
"6638",JAMBI,MERANGIN,PAMENANG BARAT,"384"
"6639",SULAWESI SELATAN,BARRU,TANETE RIAJA,"389"
"6640",JAWA TIMUR,TUBAN,JATIROGO,"113"
"1",LAMPUNG,LAMPUNG SELATAN,KATIBUNG,"428"
"2",GORONTALO,BONE BOLANGO,BONEPANTAI,"227"
"3",SULAWESI SELATAN,MAROS,MALLAWA,"112"
"4",PAPUA BARAT,SORONG,SORONG TIMUR,"55"
"6641",MALUKU UTARA,HALMAHERA TENGAH,WEDA TIMUR,"237"
"6642",SULAWESI SELATAN,KEPULAUAN SELAYAR,BENTENG,"458"
"6643",SUMATERA UTARA,LABUHAN BATU SELATAN,SILANGKITANG,"56"
"6644",PAPUA BARAT,RAJA AMPAT,MISOOL TIMUR,"319"
"6645",MALUKU,MALUKU BARAT DAYA,WETAR TIMUR,"426"
"6646",RIAU,KAMPAR,PERHENTIAN RAJA,"311"
"6647",JAWA TENGAH,BREBES,LARANGAN,"107"
"6648",KALIMANTAN UTARA,BULUNGAN,TANJUNG SELOR,"370"
"6649",KALIMANTAN UTARA,MALINAU,MALINAU SELATAN HILIR,"342"
"6650",PAPUA,BIAK NUMFOR,YAWOSI,"229"
"6651",JAWA TENGAH,MAGELANG,KAJORAN,"318"
"6652",NUSA TENGGARA TIMUR,MANGGARAI,LANGKE REMBONG,"443"
"6653",NUSA TENGGARA TIMUR,SIKKA,PAGA,"170"
"6654",JAWA TIMUR,PROBOLINGGO,LUMBANG,"466"
"6655",LAMPUNG,LAMPUNG TENGAH,SEPUTIH BANYAK,"13"
"6656",SUMATERA UTARA,ASAHAN,PULAU RAKYAT,"409"
"6657",SULAWESI TENGGARA,KOLAKA UTARA,LAMBAI,"65"
"6658",PAPUA BARAT,TAMBRAUW,YEMBUN,"355"
"6659",SULAWESI TENGGARA,KONAWE SELATAN,BENUA,"28"
"6660",NUSA TENGGARA TIMUR,ENDE,NDONA TIMUR,"419"
"6661",SUMATERA SELATAN,PAGAR ALAM,PAGAR ALAM SELATAN,"131"
"6662",SUMATERA UTARA,TOBA SAMOSIR,SILAEN,"497"
"6663",JAWA BARAT,INDRAMAYU,CIKEDUNG,"293"
"6664",SULAWESI SELATAN,BONE,BAREBBO,"248"
"6665",NUSA TENGGARA TIMUR,ENDE,ENDE TENGAH,"419"
"6666",BENGKULU,BENGKULU UTARA,LAIS,"225"
"6667",LAMPUNG,WAY KANAN,BANJIT,"64"
"6668",BANTEN,TANGERANG,BALARAJA,"344"
"6669",JAWA TENGAH,GROBOGAN,GABUS,"368"
"6670",SULAWESI SELATAN,TAKALAR,GALESONG,"74"
"6671",SUMATERA UTARA,TAPANULI TENGAH,SORKAM BARAT,"84"
"6672",SUMATERA UTARA,TAPANULI UTARA,SIPOHOLON,"243"
"6673",BANTEN,SERANG,KIBIN,"198"
"6674",JAWA TENGAH,JEPARA,DONOROJO,"294"
"6675",SUMATERA UTARA,TOBA SAMOSIR,BORBOR,"497"
"6676",SUMATERA SELATAN,MUSI BANYUASIN,SUNGAI LILIN,"54"
"6677",NUSA TENGGARA TIMUR,ENDE,ENDE TIMUR,"419"
"6678",KEPULAUAN RIAU,BATAM,BELAKANG PADANG,"132"
"6679",KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,"259"
"359",KALIMANTAN TENGAH,SERUYAN,HANAU,"348"
"1027",JAWA TIMUR,TUBAN,PALANG,"113"
"1093",BANTEN,SERANG,ANYAR,"198"
"1197",SULAWESI TENGGARA,KONAWE,WAWOTOBI,"174"
"1511",ACEH,ACEH SELATAN,KLUET TENGAH,"149"
"1933",SUMATERA UTARA,PADANG LAWAS UTARA,PADANG BOLAK TENGGARA,"269"
"2247",JAWA TIMUR,MAGETAN,PARANG,"230"
"2988",SUMATERA BARAT,AGAM,TILATANG KAMANG,"59"
"3231",BALI,BULELENG,BULELENG,"19"
"4573",PAPUA,JAYAPURA,EBUNGFAU,"115"
"4782",PAPUA,NABIRE,NABIRE,"12"
"6466",SULAWESI SELATAN,LUWU TIMUR,KALAENA,"262"
"6570",LAMPUNG,LAMPUNG TENGAH,BEKRI,"13"
"6680",JAWA BARAT,BEKASI,KEDUNGWARINGIN,"452"
"6681",SUMATERA UTARA,NIAS SELATAN,LOLOWA'U,"77"
"6682",BANTEN,SERANG,CIKEUSAL,"198"
"6683",SUMATERA SELATAN,OGAN KOMERING ULU,ULU OGAN,"272"
"6684",JAMBI,KERINCI,AIR HANGAT TIMUR,"179"
"6685",KALIMANTAN BARAT,KETAPANG,BENUA KAYONG,"259"
"6686",JAWA TIMUR,BANYUWANGI,CLURING,"331"
"6687",BALI,TABANAN,PENEBEL,"361"
"6688",KALIMANTAN TIMUR,SAMARINDA,SUNGAI KUNJANG,"105"
"6689",ACEH,PIDIE,TIRO/TRUSEB,"273"
"6690",JAWA TIMUR,PASURUAN,BEJI,"183"
"6691",NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,"96"
"6692",JAWA TIMUR,TRENGGALEK,WATULIMO,"160"
"6693",PAPUA,MAMBERAMO TENGAH,MEGAMBILIS,"95"
"6694",PAPUA BARAT,SORONG SELATAN,KAIS,"242"
"6695",SULAWESI SELATAN,LUWU TIMUR,MANGKUTANA,"262"
"6696",KALIMANTAN TIMUR,MAHAKAM HULU,LONG APARI,"142"
"6697",JAWA TENGAH,GROBOGAN,PURWODADI,"368"
"6698",JAWA BARAT,TASIKMALAYA,SUKARESIK,"395"
"6699",NUSA TENGGARA TIMUR,KUPANG,ALAK,"468"
"6700",SULAWESI UTARA,BOLAANG MONGONDOW,PASSI BARAT,"30"
"6701",ACEH,ACEH UTARA,BANDA BARO,"323"
"6702",JAWA BARAT,GARUT,CISURUPAN,"175"
"6703",PAPUA,TOLIKARA,WONIKI,"141"
"6704",SUMATERA BARAT,SOLOK,IX KOTO SUNGAI LASI,"76"
"6705",GORONTALO,GORONTALO,BATUDAA,"53"
"6706",LAMPUNG,PRINGSEWU,ADI LUWIH,"421"
"6707",JAWA BARAT,TASIKMALAYA,CIPATUJAH,"395"
"6708",JAWA TENGAH,MAGELANG,MAGELANG UTARA,"318"
"6709",KALIMANTAN BARAT,MEMPAWAH,SIANTAN,"150"
"6710",KALIMANTAN TENGAH,KAPUAS,KAPUAS KUALA,"334"
"6711",SUMATERA UTARA,MEDAN,MEDAN DELI,"195"
"6712",KEPULAUAN BANGKA BELITUNG,BANGKA,BELINYU,"404"
"6713",SULAWESI SELATAN,WAJO,SABBANG PARU,"130"
"6714",JAWA TIMUR,PAMEKASAN,WARU,"25"
"6715",JAWA TENGAH,PATI,BATANGAN,"87"
"6716",PAPUA,PEGUNUNGAN BINTANG,OK AON,"304"
"6717",ACEH,PIDIE,KOTA SIGLI,"273"
"6718",JAWA TIMUR,PROBOLINGGO,DRINGU,"466"
"6719",BANTEN,TANGERANG,SUKADIRI,"344"
"6720",LAMPUNG,TULANG BAWANG BARAT,GUNUNG AGUNG,"478"
"6721",JAWA BARAT,GARUT,CILAWU,"175"
"6722",PAPUA,YAHUKIMO,PULDAMA,"397"
"6723",SULAWESI TENGGARA,BOMBANA,RAROWATU UTARA,"92"
"6724",ACEH,ACEH TENGAH,CELALA,"15"
"6725",NUSA TENGGARA BARAT,SUMBAWA,MOYOHULU,"451"
"6726",SULAWESI UTARA,SIAU TAGULANDANG BIARO,BIARO,"165"
"6727",SULAWESI SELATAN,TAKALAR,POLOMBANGKENG SELATAN,"74"
"6832",JAMBI,MERANGIN,JANGKAT,"384"
"6728",SUMATERA SELATAN,MUARA ENIM,LAWANG KIDUL,"484"
"6729",NUSA TENGGARA BARAT,SUMBAWA BARAT,BRANG REA,"441"
"6730",JAWA TIMUR,NGAWI,KWADUNGAN,"315"
"6731",KALIMANTAN TIMUR,PASER,BATU ENGAU,"249"
"6732",SUMATERA UTARA,TOBA SAMOSIR,HABINSARAN,"497"
"6733",SUMATERA UTARA,LANGKAT,BESITANG,"481"
"6734",MALUKU UTARA,HALMAHERA TENGAH,PATANI,"237"
"6735",MALUKU,MALUKU TENGGARA BARAT,TANIMBAR SELATAN,"155"
"31",MALUKU,TUAL,PP. KUR,"276"
"6736",BENGKULU,BENGKULU,GADING CEMPAKA,"369"
"6737",SUMATERA BARAT,PASAMAN BARAT,SASAK RANAH PASISIE,"362"
"6738",DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,"483"
"6739",BANTEN,SERANG,CIRUAS,"198"
"6740",KEPULAUAN BANGKA BELITUNG,PANGKAL PINANG,GABEK,"492"
"6741",JAWA TIMUR,MADIUN,WONOASRI,"284"
"6742",NUSA TENGGARA BARAT,SUMBAWA,LABUHAN BADAS,"451"
"6743",LAMPUNG,TULANGBAWANG,MENGGALA TIMUR,"79"
"6744",PAPUA BARAT,MANOKWARI SELATAN,TAHOTA,"197"
